step,loss,lr,tokens_per_sec,total_tokens,elapsed_min
11290,3.396302,0.00029406,28743,1109852160,644.58
11295,3.322195,0.00029405,28745,1110343680,644.87
11300,3.430289,0.00029405,28746,1110835200,645.15
11305,3.279212,0.00029404,28745,1111326720,645.44
11310,3.444733,0.00029403,28745,1111818240,645.72
11315,3.302989,0.00029403,28746,1112309760,646.01
11320,3.412771,0.00029402,28746,1112801280,646.29
11325,3.402104,0.00029401,28745,1113292800,646.58
11330,3.259281,0.00029401,28746,1113784320,646.86
11335,3.308082,0.00029400,28746,1114275840,647.15
11340,3.470299,0.00029400,28747,1114767360,647.43
11345,3.309918,0.00029399,28745,1115258880,647.72
11350,3.418937,0.00029398,28746,1115750400,648.00
11355,3.255269,0.00029398,28745,1116241920,648.29
11360,3.428724,0.00029397,28745,1116733440,648.57
11365,3.306297,0.00029396,28746,1117224960,648.86
11370,3.430492,0.00029396,28744,1117716480,649.14
11375,3.420646,0.00029395,28746,1118208000,649.43
11380,3.315400,0.00029394,28744,1118699520,649.71
11385,3.375500,0.00029394,28746,1119191040,650.00
11390,3.318033,0.00029393,28745,1119682560,650.28
11395,3.438169,0.00029392,28746,1120174080,650.57
11400,3.252350,0.00029392,28746,1120665600,650.85
11405,3.361848,0.00029391,28746,1121157120,651.14
11410,2.997312,0.00029391,28745,1121648640,651.42
11415,1.748626,0.00029390,28748,1122140160,651.71
11420,2.679379,0.00029389,28746,1122631680,651.99
11425,3.331786,0.00029389,28745,1123123200,652.28
11430,3.359622,0.00029388,28745,1123614720,652.56
11435,3.348066,0.00029387,28745,1124106240,652.85
11440,3.358390,0.00029387,28745,1124597760,653.13
11445,3.305387,0.00029386,28746,1125089280,653.42
11450,3.350057,0.00029385,28745,1125580800,653.70
11455,3.292242,0.00029385,28747,1126072320,653.99
11460,3.304077,0.00029384,28741,1126563840,654.27
11465,3.446323,0.00029383,28745,1127055360,654.56
11470,3.371213,0.00029383,28742,1127546880,654.84
11475,3.422270,0.00029382,28736,1128038400,655.13
11480,3.343243,0.00029382,28740,1128529920,655.41
11485,3.368245,0.00029381,28741,1129021440,655.70
11490,3.327826,0.00029380,28740,1129512960,655.98
11495,3.374426,0.00029380,28742,1130004480,656.27
11500,3.269118,0.00029379,28741,1130496000,656.55
11505,3.304217,0.00029378,28430,1130987520,656.84
11510,3.293159,0.00029378,28727,1131479040,657.13
11515,3.431460,0.00029377,28733,1131970560,657.41
11520,3.362631,0.00029376,28739,1132462080,657.70
11525,3.222181,0.00029376,28745,1132953600,657.98
11530,3.367498,0.00029375,28744,1133445120,658.27
11535,2.555923,0.00029374,28747,1133936640,658.55
11540,3.164955,0.00029374,28747,1134428160,658.84
11545,3.384211,0.00029373,28744,1134919680,659.12
11550,3.466628,0.00029372,28746,1135411200,659.41
11555,3.404518,0.00029372,28746,1135902720,659.69
11560,3.389267,0.00029371,28741,1136394240,659.98
11565,3.298985,0.00029370,28745,1136885760,660.26
11570,3.284570,0.00029370,28744,1137377280,660.55
11575,3.412472,0.00029369,28745,1137868800,660.83
11580,3.380365,0.00029368,28745,1138360320,661.12
11585,3.417090,0.00029368,28747,1138851840,661.40
11590,3.338872,0.00029367,28746,1139343360,661.69
11595,3.430012,0.00029367,28746,1139834880,661.97
11600,3.307327,0.00029366,28746,1140326400,662.26
11605,3.446544,0.00029365,28745,1140817920,662.54
11610,3.342408,0.00029365,28743,1141309440,662.83
11615,3.349061,0.00029364,28747,1141800960,663.11
11620,3.364658,0.00029363,28745,1142292480,663.40
11625,3.288467,0.00029363,28746,1142784000,663.68
11630,3.319861,0.00029362,28745,1143275520,663.97
11635,3.270476,0.00029361,28736,1143767040,664.25
11640,3.360736,0.00029361,28745,1144258560,664.54
11645,3.394873,0.00029360,28745,1144750080,664.82
11650,3.445933,0.00029359,28746,1145241600,665.11
11655,3.215407,0.00029359,28745,1145733120,665.39
11660,3.384925,0.00029358,28745,1146224640,665.68
11665,2.355679,0.00029357,28750,1146716160,665.96
11670,3.325217,0.00029357,28746,1147207680,666.25
11675,3.416134,0.00029356,28745,1147699200,666.53
11680,3.471346,0.00029355,28745,1148190720,666.82
11685,2.402550,0.00029355,28748,1148682240,667.10
11690,3.351634,0.00029354,28747,1149173760,667.39
11695,3.382023,0.00029353,28743,1149665280,667.67
11700,3.359259,0.00029353,28744,1150156800,667.96
11705,3.440940,0.00029352,28747,1150648320,668.24
11710,3.306372,0.00029351,28746,1151139840,668.53
11715,3.470361,0.00029351,28746,1151631360,668.81
11720,3.157824,0.00029350,28745,1152122880,669.10
11725,3.324880,0.00029349,28745,1152614400,669.38
11730,3.259327,0.00029349,28745,1153105920,669.67
11735,3.437835,0.00029348,28744,1153597440,669.95
11740,3.349726,0.00029347,28746,1154088960,670.24
11745,3.363141,0.00029347,28745,1154580480,670.52
11750,3.396554,0.00029346,28745,1155072000,670.81
11755,3.411315,0.00029345,28745,1155563520,671.09
11760,3.399897,0.00029345,28747,1156055040,671.38
11765,3.215228,0.00029344,28746,1156546560,671.66
11770,3.381207,0.00029343,28746,1157038080,671.95
11775,3.210635,0.00029343,28744,1157529600,672.23
11780,3.446352,0.00029342,28745,1158021120,672.52
11785,3.298255,0.00029341,28743,1158512640,672.80
11790,3.358179,0.00029341,28745,1159004160,673.09
11795,3.361038,0.00029340,28745,1159495680,673.37
11800,3.394457,0.00029339,28745,1159987200,673.66
11805,3.331080,0.00029339,28743,1160478720,673.94
11810,2.919938,0.00029338,28744,1160970240,674.23
11815,2.901489,0.00029337,28746,1161461760,674.51
11820,3.396051,0.00029337,28746,1161953280,674.80
11825,3.307037,0.00029336,28746,1162444800,675.08
11830,3.328069,0.00029335,28746,1162936320,675.37
11835,3.312608,0.00029335,28747,1163427840,675.65
11840,3.437184,0.00029334,28746,1163919360,675.94
11845,3.236348,0.00029333,28739,1164410880,676.22
11850,3.461683,0.00029333,28742,1164902400,676.51
11855,3.301284,0.00029332,28745,1165393920,676.79
11860,3.320048,0.00029331,28744,1165885440,677.08
11865,3.354318,0.00029331,28745,1166376960,677.36
11870,3.257748,0.00029330,28744,1166868480,677.65
11875,3.317272,0.00029329,28745,1167360000,677.93
11880,3.238235,0.00029329,28746,1167851520,678.22
11885,3.386857,0.00029328,28745,1168343040,678.50
11890,3.312549,0.00029327,28746,1168834560,678.79
11895,3.401503,0.00029327,28745,1169326080,679.07
11900,3.226530,0.00029326,28745,1169817600,679.36
11905,3.424056,0.00029325,28742,1170309120,679.64
11910,3.345341,0.00029325,28744,1170800640,679.93
11915,3.444868,0.00029324,28744,1171292160,680.21
11920,3.584796,0.00029323,28745,1171783680,680.50
11925,3.341400,0.00029323,28744,1172275200,680.78
11930,3.387155,0.00029322,28745,1172766720,681.07
11935,3.313622,0.00029321,28739,1173258240,681.35
11940,3.451861,0.00029321,28744,1173749760,681.64
11945,3.230828,0.00029320,28743,1174241280,681.92
11950,3.114960,0.00029319,28746,1174732800,682.21
11955,2.692952,0.00029319,28748,1175224320,682.49
11960,3.047413,0.00029318,28744,1175715840,682.78
11965,3.428359,0.00029317,28746,1176207360,683.06
11970,3.387956,0.00029316,28746,1176698880,683.35
11975,3.334716,0.00029316,28744,1177190400,683.63
11980,3.272041,0.00029315,28740,1177681920,683.92
11985,3.401883,0.00029314,28746,1178173440,684.20
11990,3.311570,0.00029314,28745,1178664960,684.49
11995,3.347134,0.00029313,28745,1179156480,684.77
12000,3.409780,0.00029312,28745,1179648000,685.06
12005,3.345915,0.00029312,27227,1180139520,685.36
12010,3.330527,0.00029311,28745,1180631040,685.64
12015,3.284134,0.00029310,28746,1181122560,685.93
12020,3.359858,0.00029310,28745,1181614080,686.21
12025,3.266394,0.00029309,28746,1182105600,686.50
12030,3.346767,0.00029308,28745,1182597120,686.78
12035,3.256058,0.00029308,28744,1183088640,687.07
12040,3.406318,0.00029307,28745,1183580160,687.35
12045,3.368431,0.00029306,28744,1184071680,687.64
12050,3.361364,0.00029306,28745,1184563200,687.92
12055,3.432103,0.00029305,28744,1185054720,688.21
12060,3.347575,0.00029304,28746,1185546240,688.49
12065,3.303410,0.00029303,28745,1186037760,688.78
12070,2.890434,0.00029303,28748,1186529280,689.06
12075,2.457028,0.00029302,28748,1187020800,689.35
12080,3.386000,0.00029301,28744,1187512320,689.63
12085,3.305738,0.00029301,28746,1188003840,689.92
12090,3.424943,0.00029300,28747,1188495360,690.20
12095,3.323812,0.00029299,28745,1188986880,690.49
12100,3.313428,0.00029299,28746,1189478400,690.77
12105,3.415478,0.00029298,28746,1189969920,691.06
12110,3.378135,0.00029297,28747,1190461440,691.34
12115,3.413288,0.00029297,28746,1190952960,691.63
12120,3.298999,0.00029296,28746,1191444480,691.91
12125,3.411579,0.00029295,28745,1191936000,692.20
12130,3.325357,0.00029295,28745,1192427520,692.48
12135,3.318278,0.00029294,28744,1192919040,692.77
12140,3.389614,0.00029293,28745,1193410560,693.05
12145,3.272838,0.00029292,28745,1193902080,693.34
12150,3.282295,0.00029292,28741,1194393600,693.62
12155,3.317970,0.00029291,28745,1194885120,693.91
12160,3.307165,0.00029290,28746,1195376640,694.19
12165,3.296485,0.00029290,28747,1195868160,694.48
12170,3.344337,0.00029289,28746,1196359680,694.76
12175,3.375578,0.00029288,28746,1196851200,695.05
12180,3.346267,0.00029288,28747,1197342720,695.33
12185,3.299430,0.00029287,28746,1197834240,695.62
12190,3.182978,0.00029286,28746,1198325760,695.90
12195,2.813289,0.00029286,28746,1198817280,696.19
12200,3.338739,0.00029285,28747,1199308800,696.47
12205,3.399349,0.00029284,28743,1199800320,696.76
12210,3.355492,0.00029283,28746,1200291840,697.04
12215,3.372611,0.00029283,28746,1200783360,697.33
12220,3.213414,0.00029282,28745,1201274880,697.61
12225,3.423457,0.00029281,28745,1201766400,697.90
12230,3.347322,0.00029281,28745,1202257920,698.18
12235,3.321769,0.00029280,28746,1202749440,698.47
12240,3.317998,0.00029279,28744,1203240960,698.75
12245,3.390184,0.00029279,28746,1203732480,699.04
12250,3.296284,0.00029278,28746,1204224000,699.32
12255,3.389496,0.00029277,28747,1204715520,699.61
12260,3.255723,0.00029276,28746,1205207040,699.89
12265,3.374998,0.00029276,28747,1205698560,700.18
12270,3.247410,0.00029275,28747,1206190080,700.46
12275,3.377607,0.00029274,28747,1206681600,700.75
12280,3.466867,0.00029274,28745,1207173120,701.03
12285,3.307234,0.00029273,28746,1207664640,701.32
12290,3.438550,0.00029272,28744,1208156160,701.60
12295,3.316753,0.00029272,28747,1208647680,701.89
12300,3.354601,0.00029271,28746,1209139200,702.17
12305,3.225598,0.00029270,28747,1209630720,702.46
12310,3.266044,0.00029269,28745,1210122240,702.74
12315,3.343029,0.00029269,28745,1210613760,703.03
12320,3.347729,0.00029268,28745,1211105280,703.31
12325,3.289172,0.00029267,28740,1211596800,703.60
12330,3.348770,0.00029267,28745,1212088320,703.88
12335,2.310601,0.00029266,28749,1212579840,704.17
12340,3.377538,0.00029265,28747,1213071360,704.45
12345,3.361366,0.00029265,28747,1213562880,704.74
12350,3.378844,0.00029264,28744,1214054400,705.02
12355,3.258966,0.00029263,28746,1214545920,705.31
12360,3.330970,0.00029262,28747,1215037440,705.59
12365,3.386870,0.00029262,28746,1215528960,705.88
12370,3.299297,0.00029261,28747,1216020480,706.16
12375,3.317147,0.00029260,28746,1216512000,706.45
12380,3.376888,0.00029260,28747,1217003520,706.73
12385,3.238866,0.00029259,28746,1217495040,707.02
12390,3.311202,0.00029258,28747,1217986560,707.30
12395,3.286748,0.00029258,28746,1218478080,707.59
12400,3.436649,0.00029257,28738,1218969600,707.87
12405,3.270149,0.00029256,28745,1219461120,708.16
12410,3.324069,0.00029255,28747,1219952640,708.44
12415,3.322468,0.00029255,28745,1220444160,708.73
12420,3.399638,0.00029254,28746,1220935680,709.01
12425,3.314604,0.00029253,28749,1221427200,709.30
12430,3.367396,0.00029253,28748,1221918720,709.58
12435,3.403536,0.00029252,28747,1222410240,709.87
12440,3.282521,0.00029251,28746,1222901760,710.15
12445,3.348872,0.00029250,28745,1223393280,710.44
12450,3.230751,0.00029250,28747,1223884800,710.72
12455,3.411446,0.00029249,28747,1224376320,711.01
12460,3.312910,0.00029248,28748,1224867840,711.29
12465,3.451666,0.00029248,28748,1225359360,711.58
12470,3.264764,0.00029247,28746,1225850880,711.86
12475,2.806304,0.00029246,28748,1226342400,712.15
12480,2.648496,0.00029245,28749,1226833920,712.43
12485,3.299781,0.00029245,28746,1227325440,712.71
12490,3.351538,0.00029244,28745,1227816960,713.00
12495,3.352943,0.00029243,28745,1228308480,713.28
12500,3.361424,0.00029243,28744,1228800000,713.57
12505,3.332389,0.00029242,26715,1229291520,713.88
12510,3.272904,0.00029241,28742,1229783040,714.16
12515,3.387801,0.00029240,28742,1230274560,714.45
12520,3.268498,0.00029240,28744,1230766080,714.73
12525,3.463265,0.00029239,28744,1231257600,715.02
12530,3.269753,0.00029238,28743,1231749120,715.30
12535,3.338527,0.00029238,28743,1232240640,715.59
12540,3.330571,0.00029237,28742,1232732160,715.87
12545,3.326195,0.00029236,28743,1233223680,716.16
12550,3.371254,0.00029235,28743,1233715200,716.44
12555,3.315318,0.00029235,28743,1234206720,716.73
12560,3.240016,0.00029234,28743,1234698240,717.01
12565,3.345971,0.00029233,28743,1235189760,717.30
12570,3.350658,0.00029233,28742,1235681280,717.58
12575,3.359169,0.00029232,28737,1236172800,717.87
12580,3.440471,0.00029231,28742,1236664320,718.15
12585,3.309175,0.00029230,28744,1237155840,718.44
12590,3.356166,0.00029230,28742,1237647360,718.72
12595,3.392376,0.00029229,28743,1238138880,719.01
12600,3.332120,0.00029228,28745,1238630400,719.29
12605,3.299637,0.00029227,28742,1239121920,719.58
12610,3.312025,0.00029227,28743,1239613440,719.86
12615,3.212016,0.00029226,28744,1240104960,720.15
12620,3.376254,0.00029225,28743,1240596480,720.43
12625,3.318872,0.00029225,28743,1241088000,720.72
12630,2.471488,0.00029224,28746,1241579520,721.00
12635,3.458272,0.00029223,28741,1242071040,721.29
12640,3.271427,0.00029222,28741,1242562560,721.57
12645,3.238883,0.00029222,28743,1243054080,721.86
12650,3.329295,0.00029221,28743,1243545600,722.14
12655,3.297356,0.00029220,28743,1244037120,722.43
12660,3.231262,0.00029220,28742,1244528640,722.71
12665,3.343515,0.00029219,28743,1245020160,723.00
12670,3.313628,0.00029218,28738,1245511680,723.28
12675,3.374899,0.00029217,28742,1246003200,723.57
12680,3.278121,0.00029217,28743,1246494720,723.85
12685,3.455134,0.00029216,28743,1246986240,724.14
12690,3.252294,0.00029215,28743,1247477760,724.42
12695,3.356599,0.00029214,28739,1247969280,724.71
12700,3.309609,0.00029214,28743,1248460800,724.99
12705,3.356853,0.00029213,28744,1248952320,725.28
12710,3.353480,0.00029212,28743,1249443840,725.56
12715,3.477820,0.00029212,28742,1249935360,725.85
12720,3.308393,0.00029211,28744,1250426880,726.13
12725,3.362123,0.00029210,28744,1250918400,726.42
12730,3.329190,0.00029209,28743,1251409920,726.70
12735,3.266136,0.00029209,28744,1251901440,726.99
12740,3.336689,0.00029208,28743,1252392960,727.27
12745,3.234381,0.00029207,28744,1252884480,727.56
12750,2.922445,0.00029206,28746,1253376000,727.84
12755,2.873360,0.00029206,28765,1253867520,728.13
12760,3.252338,0.00029205,28744,1254359040,728.41
12765,3.264884,0.00029204,28743,1254850560,728.70
12770,3.381500,0.00029204,28744,1255342080,728.98
12775,3.262073,0.00029203,28743,1255833600,729.27
12780,3.301875,0.00029202,28743,1256325120,729.55
12785,3.364806,0.00029201,28743,1256816640,729.84
12790,3.341056,0.00029201,28743,1257308160,730.12
12795,3.293145,0.00029200,28743,1257799680,730.41
12800,3.311689,0.00029199,28744,1258291200,730.69
12805,3.302394,0.00029198,28743,1258782720,730.98
12810,3.283768,0.00029198,28743,1259274240,731.26
12815,3.373589,0.00029197,28745,1259765760,731.55
12820,3.347182,0.00029196,28745,1260257280,731.83
12825,3.359327,0.00029195,28743,1260748800,732.12
12830,3.390552,0.00029195,28745,1261240320,732.40
12835,3.427833,0.00029194,28742,1261731840,732.69
12840,3.307816,0.00029193,28740,1262223360,732.97
12845,3.373356,0.00029192,28739,1262714880,733.26
12850,3.185453,0.00029192,28743,1263206400,733.54
12855,3.333008,0.00029191,28744,1263697920,733.83
12860,3.130314,0.00029190,28744,1264189440,734.11
12865,3.177434,0.00029190,28743,1264680960,734.40
12870,3.249021,0.00029189,28742,1265172480,734.68
12875,3.120288,0.00029188,28745,1265664000,734.97
12880,2.404678,0.00029187,28747,1266155520,735.25
12885,3.392319,0.00029187,28745,1266647040,735.54
12890,3.356307,0.00029186,28743,1267138560,735.82
12895,3.457368,0.00029185,28744,1267630080,736.11
12900,3.273254,0.00029184,28744,1268121600,736.39
12905,3.387533,0.00029184,28744,1268613120,736.68
12910,3.278322,0.00029183,28744,1269104640,736.96
12915,3.407621,0.00029182,28742,1269596160,737.25
12920,3.157226,0.00029181,28743,1270087680,737.53
12925,3.384862,0.00029181,28744,1270579200,737.82
12930,3.305076,0.00029180,28743,1271070720,738.10
12935,3.335930,0.00029179,28744,1271562240,738.39
12940,3.367195,0.00029178,28743,1272053760,738.67
12945,3.357037,0.00029178,28743,1272545280,738.96
12950,3.361880,0.00029177,28746,1273036800,739.24
12955,3.372065,0.00029176,28743,1273528320,739.53
12960,3.406483,0.00029175,28743,1274019840,739.81
12965,3.247799,0.00029175,28744,1274511360,740.10
12970,3.488877,0.00029174,28744,1275002880,740.38
12975,3.397041,0.00029173,28743,1275494400,740.67
12980,3.292990,0.00029172,28744,1275985920,740.95
12985,3.241523,0.00029172,28743,1276477440,741.24
12990,3.128021,0.00029171,28743,1276968960,741.52
12995,3.253573,0.00029170,28738,1277460480,741.81
13000,3.337290,0.00029169,28744,1277952000,742.09
13005,3.325886,0.00029169,27243,1278443520,742.39
13010,3.342320,0.00029168,28742,1278935040,742.68
13015,3.388285,0.00029167,28739,1279426560,742.96
13020,3.402839,0.00029166,28743,1279918080,743.25
13025,3.312528,0.00029166,28744,1280409600,743.53
13030,3.395752,0.00029165,28742,1280901120,743.82
13035,3.348082,0.00029164,28743,1281392640,744.10
13040,3.244297,0.00029163,28743,1281884160,744.39
13045,2.431751,0.00029163,28746,1282375680,744.67
13050,3.396814,0.00029162,28744,1282867200,744.96
13055,3.360769,0.00029161,28743,1283358720,745.24
13060,3.213720,0.00029160,28743,1283850240,745.53
13065,3.416232,0.00029160,28744,1284341760,745.81
13070,3.296627,0.00029159,28743,1284833280,746.10
13075,3.330423,0.00029158,28744,1285324800,746.38
13080,3.288917,0.00029157,28742,1285816320,746.67
13085,3.305124,0.00029157,28743,1286307840,746.95
13090,3.334386,0.00029156,28744,1286799360,747.24
13095,3.148235,0.00029155,28742,1287290880,747.52
13100,3.367171,0.00029154,28743,1287782400,747.81
13105,3.270055,0.00029154,28744,1288273920,748.09
13110,3.369827,0.00029153,28744,1288765440,748.38
13115,3.343315,0.00029152,28744,1289256960,748.66
13120,3.439450,0.00029151,28742,1289748480,748.95
13125,3.288874,0.00029151,28743,1290240000,749.23
13130,3.364465,0.00029150,28743,1290731520,749.52
13135,3.340798,0.00029149,28743,1291223040,749.80
13140,3.360393,0.00029148,28743,1291714560,750.09
13145,3.290230,0.00029148,28741,1292206080,750.37
13150,3.321498,0.00029147,28743,1292697600,750.66
13155,3.306904,0.00029146,28743,1293189120,750.94
13160,3.356598,0.00029145,28744,1293680640,751.23
13165,3.229371,0.00029145,28743,1294172160,751.51
13170,3.318699,0.00029144,28743,1294663680,751.80
13175,3.298095,0.00029143,28744,1295155200,752.08
13180,2.409566,0.00029142,28746,1295646720,752.37
13185,3.438672,0.00029142,28741,1296138240,752.65
13190,3.214230,0.00029141,28739,1296629760,752.94
13195,3.312360,0.00029140,28743,1297121280,753.22
13200,3.191678,0.00029139,28743,1297612800,753.51
13205,3.443879,0.00029139,28741,1298104320,753.79
13210,3.350580,0.00029138,28742,1298595840,754.08
13215,3.423960,0.00029137,28744,1299087360,754.36
13220,3.289354,0.00029136,28742,1299578880,754.65
13225,3.315850,0.00029136,28743,1300070400,754.93
13230,3.392685,0.00029135,28743,1300561920,755.22
13235,3.312164,0.00029134,28742,1301053440,755.50
13240,3.379146,0.00029133,28743,1301544960,755.79
13245,3.278286,0.00029132,28743,1302036480,756.07
13250,3.335187,0.00029132,28743,1302528000,756.36
13255,3.317081,0.00029131,28743,1303019520,756.64
13260,3.269844,0.00029130,28743,1303511040,756.93
13265,3.362932,0.00029129,28743,1304002560,757.21
13270,3.245350,0.00029129,28744,1304494080,757.50
13275,3.320918,0.00029128,28741,1304985600,757.78
13280,3.238599,0.00029127,28743,1305477120,758.07
13285,3.295191,0.00029126,28742,1305968640,758.35
13290,3.329417,0.00029126,28742,1306460160,758.64
13295,3.237989,0.00029125,28742,1306951680,758.92
13300,3.338406,0.00029124,28743,1307443200,759.21
13305,3.306396,0.00029123,28744,1307934720,759.49
13310,3.061017,0.00029123,28744,1308426240,759.78
13315,3.378197,0.00029122,28743,1308917760,760.06
13320,3.353492,0.00029121,28743,1309409280,760.35
13325,3.241311,0.00029120,28743,1309900800,760.63
13330,2.704080,0.00029119,28745,1310392320,760.92
13335,3.367330,0.00029119,28743,1310883840,761.20
13340,3.300835,0.00029118,28742,1311375360,761.49
13345,3.310277,0.00029117,28742,1311866880,761.77
13350,3.223065,0.00029116,28742,1312358400,762.06
13355,3.382719,0.00029116,28743,1312849920,762.34
13360,3.335156,0.00029115,28738,1313341440,762.63
13365,3.268588,0.00029114,28740,1313832960,762.91
13370,3.310063,0.00029113,28742,1314324480,763.20
13375,3.234242,0.00029113,28741,1314816000,763.48
13380,3.399572,0.00029112,28741,1315307520,763.77
13385,3.237197,0.00029111,28743,1315799040,764.05
13390,3.421078,0.00029110,28742,1316290560,764.34
13395,3.343833,0.00029109,28742,1316782080,764.62
13400,3.315365,0.00029109,28742,1317273600,764.91
13405,3.306592,0.00029108,28743,1317765120,765.19
13410,3.214024,0.00029107,28742,1318256640,765.48
13415,3.341173,0.00029106,28742,1318748160,765.76
13420,3.227067,0.00029106,28743,1319239680,766.05
13425,3.413828,0.00029105,28742,1319731200,766.33
13430,3.269762,0.00029104,28743,1320222720,766.62
13435,3.313167,0.00029103,28743,1320714240,766.90
13440,3.280418,0.00029102,28742,1321205760,767.19
13445,3.322572,0.00029102,28742,1321697280,767.47
13450,2.676424,0.00029101,28744,1322188800,767.76
13455,3.154187,0.00029100,28744,1322680320,768.04
13460,3.322043,0.00029099,28743,1323171840,768.33
13465,3.331318,0.00029099,28743,1323663360,768.61
13470,3.237675,0.00029098,28744,1324154880,768.90
13475,3.306929,0.00029097,28743,1324646400,769.18
13480,3.255079,0.00029096,28742,1325137920,769.47
13485,3.340441,0.00029095,28743,1325629440,769.75
13490,3.279343,0.00029095,28744,1326120960,770.04
13495,3.343307,0.00029094,28743,1326612480,770.32
13500,3.242439,0.00029093,28743,1327104000,770.61
13505,3.227665,0.00029092,27220,1327595520,770.91
13510,3.222833,0.00029092,28742,1328087040,771.20
13515,3.283347,0.00029091,28744,1328578560,771.48
13520,3.345131,0.00029090,28742,1329070080,771.77
13525,3.227099,0.00029089,28743,1329561600,772.05
13530,3.296291,0.00029088,28739,1330053120,772.34
13535,3.341528,0.00029088,28738,1330544640,772.62
13540,3.300935,0.00029087,28743,1331036160,772.91
13545,3.260412,0.00029086,28744,1331527680,773.19
13550,3.329072,0.00029085,28742,1332019200,773.48
13555,3.211204,0.00029085,28742,1332510720,773.76
13560,3.349343,0.00029084,28742,1333002240,774.05
13565,3.241835,0.00029083,28743,1333493760,774.33
13570,3.291869,0.00029082,28741,1333985280,774.62
13575,3.228664,0.00029081,28744,1334476800,774.90
13580,3.370094,0.00029081,28742,1334968320,775.19
13585,3.270835,0.00029080,28742,1335459840,775.47
13590,2.281315,0.00029079,28768,1335951360,775.76
13595,2.915692,0.00029078,28744,1336442880,776.04
13600,3.227524,0.00029077,28744,1336934400,776.33
13605,3.263731,0.00029077,28740,1337425920,776.61
13610,3.291510,0.00029076,28743,1337917440,776.90
13615,3.299227,0.00029075,28741,1338408960,777.18
13620,3.362559,0.00029074,28741,1338900480,777.47
13625,3.256052,0.00029074,28740,1339392000,777.75
13630,3.378801,0.00029073,28742,1339883520,778.04
13635,3.133942,0.00029072,28744,1340375040,778.32
13640,3.266003,0.00029071,28743,1340866560,778.61
13645,3.307892,0.00029070,28743,1341358080,778.89
13650,3.385071,0.00029070,28741,1341849600,779.18
13655,3.294159,0.00029069,28743,1342341120,779.46
13660,3.337784,0.00029068,28742,1342832640,779.75
13665,3.308182,0.00029067,28742,1343324160,780.03
13670,3.314973,0.00029066,28741,1343815680,780.32
13675,3.258869,0.00029066,28742,1344307200,780.60
13680,3.329488,0.00029065,28742,1344798720,780.89
13685,3.203179,0.00029064,28743,1345290240,781.17
13690,3.295397,0.00029063,28743,1345781760,781.46
13695,3.260018,0.00029062,28744,1346273280,781.74
13700,3.406484,0.00029062,28742,1346764800,782.03
13705,3.304799,0.00029061,28738,1347256320,782.31
13710,2.939835,0.00029060,28736,1347747840,782.60
13715,2.689342,0.00029059,28743,1348239360,782.88
13720,3.275730,0.00029059,28743,1348730880,783.17
13725,3.245405,0.00029058,28743,1349222400,783.45
13730,3.331838,0.00029057,28742,1349713920,783.74
13735,3.317785,0.00029056,28743,1350205440,784.02
13740,3.301418,0.00029055,28743,1350696960,784.31
13745,3.311271,0.00029055,28742,1351188480,784.59
13750,3.295931,0.00029054,28743,1351680000,784.88
13755,3.230478,0.00029053,28742,1352171520,785.16
13760,3.335384,0.00029052,28743,1352663040,785.45
13765,3.246595,0.00029051,28743,1353154560,785.73
13770,3.297961,0.00029051,28743,1353646080,786.02
13775,3.161411,0.00029050,28743,1354137600,786.30
13780,3.292458,0.00029049,28742,1354629120,786.59
13785,3.245992,0.00029048,28741,1355120640,786.87
13790,3.275071,0.00029047,28743,1355612160,787.16
13795,3.235882,0.00029047,28744,1356103680,787.44
13800,3.303070,0.00029046,28741,1356595200,787.73
13805,3.424869,0.00029045,28743,1357086720,788.01
13810,3.380311,0.00029044,28744,1357578240,788.30
13815,3.349445,0.00029043,28741,1358069760,788.58
13820,3.340051,0.00029043,28743,1358561280,788.87
13825,3.257787,0.00029042,28742,1359052800,789.15
13830,3.425162,0.00029041,28742,1359544320,789.44
13835,3.306704,0.00029040,28743,1360035840,789.72
13840,3.197916,0.00029039,28743,1360527360,790.01
13845,2.869790,0.00029039,28743,1361018880,790.29
13850,3.162723,0.00029038,28742,1361510400,790.58
13855,3.180624,0.00029037,28741,1362001920,790.86
13860,3.379294,0.00029036,28743,1362493440,791.15
13865,3.267557,0.00029035,28743,1362984960,791.43
13870,3.320312,0.00029035,28743,1363476480,791.72
13875,3.216469,0.00029034,28744,1363968000,792.00
13880,3.295928,0.00029033,28736,1364459520,792.29
13885,3.279901,0.00029032,28742,1364951040,792.57
13890,3.290964,0.00029031,28741,1365442560,792.86
13895,3.160407,0.00029031,28742,1365934080,793.14
13900,3.353196,0.00029030,28734,1366425600,793.43
13905,3.251432,0.00029029,28735,1366917120,793.71
13910,3.329990,0.00029028,28736,1367408640,794.00
13915,3.314855,0.00029027,28737,1367900160,794.28
13920,3.251101,0.00029026,28738,1368391680,794.57
13925,3.259635,0.00029026,28739,1368883200,794.85
13930,3.337105,0.00029025,28737,1369374720,795.14
13935,3.205561,0.00029024,28738,1369866240,795.42
13940,3.292359,0.00029023,28737,1370357760,795.71
13945,3.299166,0.00029022,28736,1370849280,795.99
13950,3.359114,0.00029022,28741,1371340800,796.28
13955,3.304138,0.00029021,28741,1371832320,796.56
13960,3.311076,0.00029020,28743,1372323840,796.85
13965,3.250856,0.00029019,28741,1372815360,797.13
13970,2.775073,0.00029018,28745,1373306880,797.42
