step,loss,lr,tokens_per_sec,total_tokens,elapsed_min
7880,3.384964,0.00029761,28721,774635520,450.04
7885,3.422219,0.00029761,28722,775127040,450.32
7890,3.396464,0.00029760,28725,775618560,450.61
7895,2.801284,0.00029760,28731,776110080,450.89
7900,3.518662,0.00029759,28727,776601600,451.18
7905,3.303805,0.00029759,28723,777093120,451.46
7910,3.466430,0.00029759,28723,777584640,451.75
7915,3.400388,0.00029758,28721,778076160,452.03
7920,3.464525,0.00029758,28727,778567680,452.32
7925,3.352359,0.00029757,28733,779059200,452.60
7930,3.542543,0.00029757,28742,779550720,452.89
7935,3.337567,0.00029756,28743,780042240,453.17
7940,3.491533,0.00029756,28743,780533760,453.46
7945,3.407307,0.00029756,28743,781025280,453.74
7950,3.453304,0.00029755,28743,781516800,454.03
7955,3.461142,0.00029755,28743,782008320,454.31
7960,3.453457,0.00029754,28745,782499840,454.60
7965,3.437371,0.00029754,28744,782991360,454.88
7970,3.350109,0.00029754,28744,783482880,455.17
7975,3.449136,0.00029753,28742,783974400,455.45
7980,3.426265,0.00029753,28743,784465920,455.74
7985,3.492623,0.00029752,28743,784957440,456.02
7990,3.449667,0.00029752,28744,785448960,456.31
7995,3.367119,0.00029752,28744,785940480,456.59
8000,3.419156,0.00029751,28745,786432000,456.88
8005,3.470226,0.00029751,27234,786923520,457.18
8010,3.347664,0.00029750,28743,787415040,457.46
8015,3.362928,0.00029750,28744,787906560,457.75
8020,3.508785,0.00029749,28745,788398080,458.03
8025,3.347907,0.00029749,28744,788889600,458.32
8030,2.901161,0.00029749,28745,789381120,458.60
8035,3.406455,0.00029748,28744,789872640,458.89
8040,3.537480,0.00029748,28745,790364160,459.17
8045,3.454510,0.00029747,28744,790855680,459.46
8050,3.451252,0.00029747,28745,791347200,459.74
8055,3.483858,0.00029747,28744,791838720,460.03
8060,3.470680,0.00029746,28745,792330240,460.31
8065,3.420512,0.00029746,28744,792821760,460.60
8070,3.404955,0.00029745,28744,793313280,460.88
8075,3.468510,0.00029745,28744,793804800,461.17
8080,3.381016,0.00029744,28746,794296320,461.45
8085,3.508247,0.00029744,28744,794787840,461.74
8090,3.356779,0.00029744,28745,795279360,462.02
8095,3.463036,0.00029743,28744,795770880,462.31
8100,3.385932,0.00029743,28744,796262400,462.59
8105,3.478028,0.00029742,28744,796753920,462.88
8110,3.371696,0.00029742,28744,797245440,463.16
8115,3.453628,0.00029742,28745,797736960,463.45
8120,3.381852,0.00029741,28744,798228480,463.73
8125,3.457271,0.00029741,28744,798720000,464.02
8130,3.318451,0.00029740,28745,799211520,464.30
8135,3.480781,0.00029740,28744,799703040,464.59
8140,3.412519,0.00029739,28744,800194560,464.87
8145,3.455318,0.00029739,28744,800686080,465.16
8150,3.434144,0.00029739,28745,801177600,465.44
8155,2.801863,0.00029738,28746,801669120,465.73
8160,3.200532,0.00029738,28746,802160640,466.01
8165,3.524905,0.00029737,28744,802652160,466.30
8170,3.417227,0.00029737,28745,803143680,466.58
8175,3.451163,0.00029736,28744,803635200,466.87
8180,3.450920,0.00029736,28737,804126720,467.15
8185,3.403961,0.00029736,28743,804618240,467.44
8190,3.467612,0.00029735,28744,805109760,467.72
8195,3.473206,0.00029735,28745,805601280,468.01
8200,3.408679,0.00029734,28742,806092800,468.29
8205,3.381750,0.00029734,28745,806584320,468.58
8210,3.385646,0.00029733,28743,807075840,468.86
8215,3.424554,0.00029733,28743,807567360,469.15
8220,3.355887,0.00029733,28746,808058880,469.43
8225,3.440551,0.00029732,28744,808550400,469.72
8230,3.407501,0.00029732,28745,809041920,470.00
8235,3.353852,0.00029731,28745,809533440,470.29
8240,3.393521,0.00029731,28746,810024960,470.57
8245,3.365479,0.00029730,28745,810516480,470.86
8250,3.362235,0.00029730,28745,811008000,471.14
8255,3.489371,0.00029730,28745,811499520,471.43
8260,3.399666,0.00029729,28743,811991040,471.71
8265,3.403339,0.00029729,28744,812482560,472.00
8270,3.407478,0.00029728,28744,812974080,472.28
8275,3.423215,0.00029728,28744,813465600,472.57
8280,3.393952,0.00029727,28741,813957120,472.85
8285,3.421135,0.00029727,28744,814448640,473.14
8290,3.392853,0.00029727,28743,814940160,473.42
8295,3.493268,0.00029726,28745,815431680,473.71
8300,2.984938,0.00029726,28745,815923200,473.99
8305,2.799214,0.00029725,28746,816414720,474.28
8310,3.347359,0.00029725,28745,816906240,474.56
8315,3.455888,0.00029724,28745,817397760,474.85
8320,3.504154,0.00029724,28746,817889280,475.13
8325,3.386950,0.00029724,28744,818380800,475.42
8330,3.368453,0.00029723,28743,818872320,475.70
8335,3.281597,0.00029723,28744,819363840,475.99
8340,3.432922,0.00029722,28743,819855360,476.27
8345,3.342217,0.00029722,28745,820346880,476.56
8350,3.498661,0.00029721,28742,820838400,476.84
8355,3.394882,0.00029721,28739,821329920,477.13
8360,3.388994,0.00029720,28740,821821440,477.41
8365,3.350688,0.00029720,28738,822312960,477.70
8370,3.397702,0.00029720,28740,822804480,477.98
8375,3.359090,0.00029719,28743,823296000,478.27
8380,3.395982,0.00029719,28742,823787520,478.55
8385,3.408869,0.00029718,28745,824279040,478.84
8390,3.482887,0.00029718,28743,824770560,479.12
8395,3.369702,0.00029717,28744,825262080,479.41
8400,3.591804,0.00029717,28744,825753600,479.69
8405,3.416914,0.00029717,28743,826245120,479.98
8410,3.390705,0.00029716,28744,826736640,480.26
8415,2.800329,0.00029716,28767,827228160,480.55
8420,3.326306,0.00029715,28744,827719680,480.83
8425,3.529247,0.00029715,28743,828211200,481.12
8430,3.392347,0.00029714,28744,828702720,481.40
8435,3.400378,0.00029714,28743,829194240,481.69
8440,3.379713,0.00029713,28746,829685760,481.97
8445,3.431866,0.00029713,28744,830177280,482.26
8450,3.461996,0.00029713,28745,830668800,482.54
8455,3.419124,0.00029712,28744,831160320,482.83
8460,3.458554,0.00029712,28744,831651840,483.11
8465,3.439591,0.00029711,28744,832143360,483.40
8470,3.423550,0.00029711,28745,832634880,483.68
8475,3.411380,0.00029710,28743,833126400,483.97
8480,3.360685,0.00029710,28743,833617920,484.25
8485,3.454185,0.00029709,28744,834109440,484.54
8490,3.397932,0.00029709,28745,834600960,484.82
8495,3.363708,0.00029709,28747,835092480,485.11
8500,3.463678,0.00029708,28745,835584000,485.39
8505,3.333478,0.00029708,27236,836075520,485.69
8510,3.391665,0.00029707,28745,836567040,485.98
8515,3.285596,0.00029707,28737,837058560,486.26
8520,3.461639,0.00029706,28740,837550080,486.55
8525,3.412166,0.00029706,28737,838041600,486.83
8530,3.428431,0.00029705,28741,838533120,487.12
8535,3.473415,0.00029705,28727,839024640,487.40
8540,3.039240,0.00029704,28734,839516160,487.69
8545,3.261191,0.00029704,28744,840007680,487.97
8550,3.523929,0.00029704,28744,840499200,488.26
8555,3.407116,0.00029703,28744,840990720,488.54
8560,3.492818,0.00029703,28740,841482240,488.83
8565,3.354102,0.00029702,28745,841973760,489.11
8570,3.489059,0.00029702,28744,842465280,489.40
8575,3.389926,0.00029701,28745,842956800,489.68
8580,3.451063,0.00029701,28744,843448320,489.97
8585,3.293634,0.00029700,28745,843939840,490.25
8590,3.488538,0.00029700,28745,844431360,490.54
8595,3.370068,0.00029700,28743,844922880,490.82
8600,3.454091,0.00029699,28744,845414400,491.11
8605,3.375860,0.00029699,28746,845905920,491.39
8610,3.509118,0.00029698,28744,846397440,491.68
8615,3.389424,0.00029698,28745,846888960,491.96
8620,3.422464,0.00029697,28743,847380480,492.25
8625,3.453804,0.00029697,28743,847872000,492.53
8630,3.419848,0.00029696,28743,848363520,492.82
8635,3.347304,0.00029696,28743,848855040,493.10
8640,3.354803,0.00029695,28745,849346560,493.39
8645,3.393289,0.00029695,28746,849838080,493.67
8650,3.425877,0.00029694,28744,850329600,493.96
8655,3.434471,0.00029694,28744,850821120,494.24
8660,3.354699,0.00029694,28745,851312640,494.53
8665,3.399346,0.00029693,28744,851804160,494.81
8670,3.360017,0.00029693,28745,852295680,495.10
8675,3.406902,0.00029692,28744,852787200,495.38
8680,3.107469,0.00029692,28747,853278720,495.67
8685,3.056543,0.00029691,28743,853770240,495.95
8690,3.347100,0.00029691,28745,854261760,496.24
8695,3.549581,0.00029690,28744,854753280,496.52
8700,3.475381,0.00029690,28738,855244800,496.81
8705,3.432879,0.00029689,28743,855736320,497.09
8710,3.396959,0.00029689,28743,856227840,497.38
8715,3.503923,0.00029689,28743,856719360,497.66
8720,3.340469,0.00029688,28743,857210880,497.95
8725,3.487450,0.00029688,28743,857702400,498.23
8730,3.481379,0.00029687,28745,858193920,498.52
8735,3.399793,0.00029687,28743,858685440,498.80
8740,3.398821,0.00029686,28739,859176960,499.09
8745,3.456011,0.00029686,28742,859668480,499.37
8750,3.330238,0.00029685,28745,860160000,499.66
8755,3.448230,0.00029685,28744,860651520,499.94
8760,3.333693,0.00029684,28744,861143040,500.23
8765,3.455385,0.00029684,28743,861634560,500.51
8770,3.389363,0.00029683,28743,862126080,500.80
8775,3.410788,0.00029683,28745,862617600,501.08
8780,3.321685,0.00029682,28746,863109120,501.37
8785,3.467609,0.00029682,28742,863600640,501.65
8790,3.355843,0.00029682,28742,864092160,501.94
8795,3.369460,0.00029681,28744,864583680,502.22
8800,3.421424,0.00029681,28745,865075200,502.51
8805,2.875299,0.00029680,28746,865566720,502.79
8810,3.273330,0.00029680,28746,866058240,503.08
8815,3.331743,0.00029679,28744,866549760,503.36
8820,3.399749,0.00029679,28743,867041280,503.65
8825,3.358253,0.00029678,28744,867532800,503.93
8830,3.393558,0.00029678,28744,868024320,504.22
8835,3.388244,0.00029677,28744,868515840,504.50
8840,3.540287,0.00029677,28745,869007360,504.79
8845,3.321857,0.00029676,28745,869498880,505.07
8850,3.380007,0.00029676,28745,869990400,505.36
8855,3.433311,0.00029675,28744,870481920,505.64
8860,3.391812,0.00029675,28745,870973440,505.93
8865,3.441473,0.00029674,28746,871464960,506.21
8870,3.281379,0.00029674,28739,871956480,506.50
8875,3.364633,0.00029674,28744,872448000,506.78
8880,3.446292,0.00029673,28745,872939520,507.07
8885,3.383603,0.00029673,28744,873431040,507.35
8890,3.434115,0.00029672,28744,873922560,507.64
8895,3.394509,0.00029672,28746,874414080,507.92
8900,3.441693,0.00029671,28745,874905600,508.21
8905,3.471686,0.00029671,28746,875397120,508.49
8910,3.299421,0.00029670,28745,875888640,508.78
8915,3.405708,0.00029670,28744,876380160,509.06
8920,2.756590,0.00029669,28747,876871680,509.35
8925,3.359032,0.00029669,28744,877363200,509.63
8930,3.458505,0.00029668,28745,877854720,509.92
8935,3.404991,0.00029668,28743,878346240,510.20
8940,3.442770,0.00029667,28745,878837760,510.49
8945,3.398119,0.00029667,28745,879329280,510.77
8950,3.393813,0.00029666,28745,879820800,511.06
8955,3.431778,0.00029666,28746,880312320,511.34
8960,3.407208,0.00029665,28745,880803840,511.63
8965,3.547555,0.00029665,28745,881295360,511.91
8970,3.396600,0.00029665,28743,881786880,512.20
8975,3.441172,0.00029664,28745,882278400,512.48
8980,3.325285,0.00029664,28746,882769920,512.77
8985,3.261087,0.00029663,28747,883261440,513.05
8990,3.397743,0.00029663,28746,883752960,513.34
8995,3.405279,0.00029662,28745,884244480,513.62
9000,3.255631,0.00029662,28744,884736000,513.91
9005,3.260619,0.00029661,27240,885227520,514.21
9010,3.366964,0.00029661,28746,885719040,514.49
9015,3.453750,0.00029660,28744,886210560,514.78
9020,3.219732,0.00029660,28746,886702080,515.06
9025,3.464983,0.00029659,28746,887193600,515.35
9030,3.362371,0.00029659,28745,887685120,515.63
9035,3.486976,0.00029658,28745,888176640,515.92
9040,3.035002,0.00029658,28745,888668160,516.20
9045,3.042955,0.00029657,28742,889159680,516.49
9050,3.396075,0.00029657,28744,889651200,516.77
9055,3.360401,0.00029656,28745,890142720,517.06
9060,3.378049,0.00029656,28745,890634240,517.34
9065,3.343609,0.00029655,28745,891125760,517.63
9070,3.504525,0.00029655,28745,891617280,517.91
9075,3.273186,0.00029654,28745,892108800,518.20
9080,3.271783,0.00029654,28746,892600320,518.48
9085,3.339918,0.00029653,28746,893091840,518.77
9090,3.430658,0.00029653,28744,893583360,519.05
9095,3.316103,0.00029652,28745,894074880,519.34
9100,3.523841,0.00029652,28745,894566400,519.62
9105,3.263839,0.00029651,28747,895057920,519.91
9110,3.484199,0.00029651,28745,895549440,520.19
9115,3.291640,0.00029650,28744,896040960,520.48
9120,3.385193,0.00029650,28745,896532480,520.76
9125,3.382524,0.00029649,28745,897024000,521.05
9130,3.458654,0.00029649,28744,897515520,521.33
9135,3.474680,0.00029649,28744,898007040,521.62
9140,3.365531,0.00029648,28743,898498560,521.90
9145,3.422391,0.00029648,28746,898990080,522.19
9150,3.438736,0.00029647,28746,899481600,522.47
9155,3.449957,0.00029647,28743,899973120,522.76
9160,3.374952,0.00029646,28745,900464640,523.04
9165,2.959691,0.00029646,28746,900956160,523.33
9170,3.164310,0.00029645,28744,901447680,523.61
9175,3.475092,0.00029645,28745,901939200,523.90
9180,3.481879,0.00029644,28743,902430720,524.18
9185,3.425826,0.00029644,28744,902922240,524.47
9190,3.392314,0.00029643,28744,903413760,524.75
9195,3.392489,0.00029643,28745,903905280,525.04
9200,3.372856,0.00029642,28746,904396800,525.32
9205,3.447378,0.00029642,28745,904888320,525.61
9210,3.258790,0.00029641,28743,905379840,525.89
9215,3.395255,0.00029641,28739,905871360,526.18
9220,3.380094,0.00029640,28744,906362880,526.46
9225,3.391921,0.00029640,28745,906854400,526.75
9230,3.345517,0.00029639,28743,907345920,527.03
9235,3.434061,0.00029639,28745,907837440,527.32
9240,3.341902,0.00029638,28742,908328960,527.60
9245,3.477281,0.00029638,28743,908820480,527.89
9250,3.370528,0.00029637,28746,909312000,528.17
9255,3.501667,0.00029637,28743,909803520,528.46
9260,3.391484,0.00029636,28744,910295040,528.74
9265,3.320255,0.00029636,28745,910786560,529.03
9270,3.366518,0.00029635,28744,911278080,529.31
9275,3.366265,0.00029635,28745,911769600,529.60
9280,3.373534,0.00029634,28746,912261120,529.88
9285,3.379440,0.00029634,28745,912752640,530.17
9290,3.393483,0.00029633,28745,913244160,530.45
9295,3.428680,0.00029633,28744,913735680,530.74
9300,3.271157,0.00029632,28744,914227200,531.02
9305,3.339305,0.00029632,28745,914718720,531.31
9310,3.136079,0.00029631,28745,915210240,531.59
9315,3.049203,0.00029631,28745,915701760,531.88
9320,3.496564,0.00029630,28743,916193280,532.16
9325,3.357136,0.00029630,28746,916684800,532.45
9330,3.429093,0.00029629,28742,917176320,532.73
9335,3.457018,0.00029629,28746,917667840,533.02
9340,3.419350,0.00029628,28745,918159360,533.30
9345,3.390168,0.00029628,28742,918650880,533.59
9350,3.388877,0.00029627,28744,919142400,533.87
9355,3.364520,0.00029627,28744,919633920,534.16
9360,3.423571,0.00029626,28744,920125440,534.44
9365,3.309400,0.00029626,28745,920616960,534.73
9370,3.519700,0.00029625,28744,921108480,535.01
9375,3.367698,0.00029625,28746,921600000,535.30
9380,3.412058,0.00029624,28746,922091520,535.58
9385,3.356225,0.00029624,28744,922583040,535.87
9390,3.472848,0.00029623,28736,923074560,536.15
9395,3.402422,0.00029623,28744,923566080,536.44
9400,3.339839,0.00029622,28745,924057600,536.72
9405,3.469000,0.00029622,28744,924549120,537.01
9410,3.441375,0.00029621,28743,925040640,537.29
9415,2.925376,0.00029621,28746,925532160,537.58
9420,3.210782,0.00029620,28744,926023680,537.86
9425,3.380185,0.00029619,28744,926515200,538.15
9430,3.352297,0.00029619,28745,927006720,538.43
9435,3.330774,0.00029618,28745,927498240,538.72
9440,3.401968,0.00029618,28745,927989760,539.00
9445,3.376107,0.00029617,28745,928481280,539.29
9450,3.390660,0.00029617,28746,928972800,539.57
9455,3.411724,0.00029616,28744,929464320,539.86
9460,3.321811,0.00029616,28744,929955840,540.14
9465,3.449676,0.00029615,28744,930447360,540.43
9470,3.270749,0.00029615,28744,930938880,540.71
9475,3.324196,0.00029614,28745,931430400,541.00
9480,3.314636,0.00029614,28743,931921920,541.28
9485,3.471443,0.00029613,28744,932413440,541.57
9490,3.357990,0.00029613,28744,932904960,541.85
9495,3.308052,0.00029612,28740,933396480,542.14
9500,3.405462,0.00029612,28741,933888000,542.42
9505,3.403342,0.00029611,27255,934379520,542.72
9510,3.341137,0.00029611,28746,934871040,543.01
9515,3.467691,0.00029610,28744,935362560,543.29
9520,3.355654,0.00029610,28746,935854080,543.58
9525,3.415630,0.00029609,28744,936345600,543.86
9530,2.704262,0.00029609,28747,936837120,544.15
9535,3.377241,0.00029608,28744,937328640,544.43
9540,3.449088,0.00029608,28739,937820160,544.72
9545,3.361546,0.00029607,28744,938311680,545.00
9550,3.527247,0.00029607,28744,938803200,545.29
9555,3.391083,0.00029606,28745,939294720,545.57
9560,3.386537,0.00029606,28742,939786240,545.86
9565,3.424891,0.00029605,28742,940277760,546.14
9570,3.508331,0.00029605,28744,940769280,546.43
9575,3.328614,0.00029604,28745,941260800,546.71
9580,3.491134,0.00029604,28746,941752320,547.00
9585,3.323641,0.00029603,28745,942243840,547.28
9590,3.466039,0.00029602,28744,942735360,547.57
9595,3.345144,0.00029602,28742,943226880,547.85
9600,3.417277,0.00029601,28744,943718400,548.14
9605,3.319735,0.00029601,28744,944209920,548.42
9610,3.507881,0.00029600,28745,944701440,548.71
9615,3.293777,0.00029600,28745,945192960,548.99
9620,3.431605,0.00029599,28745,945684480,549.28
9625,3.304394,0.00029599,28745,946176000,549.56
9630,3.405580,0.00029598,28744,946667520,549.85
9635,3.374077,0.00029598,28745,947159040,550.13
9640,3.375985,0.00029597,28744,947650560,550.42
9645,3.429724,0.00029597,28745,948142080,550.70
9650,3.405050,0.00029596,28746,948633600,550.99
9655,3.408076,0.00029596,28744,949125120,551.27
9660,3.320359,0.00029595,28745,949616640,551.56
9665,2.733207,0.00029595,28747,950108160,551.84
9670,3.332574,0.00029594,28746,950599680,552.13
9675,3.378289,0.00029594,28745,951091200,552.41
9680,3.277921,0.00029593,28744,951582720,552.70
9685,3.390247,0.00029592,28744,952074240,552.98
9690,3.377857,0.00029592,28746,952565760,553.27
9695,3.375392,0.00029591,28744,953057280,553.55
9700,3.241243,0.00029591,28744,953548800,553.84
9705,3.415361,0.00029590,28744,954040320,554.12
9710,3.370277,0.00029590,28745,954531840,554.41
9715,3.394897,0.00029589,28745,955023360,554.69
9720,3.424168,0.00029589,28744,955514880,554.98
9725,3.372459,0.00029588,28745,956006400,555.26
9730,3.326870,0.00029588,28744,956497920,555.55
9735,3.361470,0.00029587,28739,956989440,555.83
9740,3.296577,0.00029587,28746,957480960,556.12
9745,3.335226,0.00029586,28744,957972480,556.40
9750,3.326928,0.00029586,28734,958464000,556.69
9755,3.390045,0.00029585,28737,958955520,556.97
9760,3.470119,0.00029585,28737,959447040,557.26
9765,3.265952,0.00029584,28740,959938560,557.54
9770,3.250628,0.00029583,28740,960430080,557.83
9775,3.362168,0.00029583,28740,960921600,558.11
